id,name,constellation,coord,glon,glat,gal_coord,Vmag,n_Vmag,u_Vmag,spectral_type,spectral_type_full,n_spectral_type,RI,n_RI,BV,u_BV,UB,u_UB,RadVel,RotVel,Parallax,n_Parallax,g_coord_l_rad,g_coord_b_rad,coord_ra_deg,coord_dec_deg
2837, 61    Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.73458333, 20.25722222)>",198.29,16.66,"<SkyCoord (Galactic): (l, b) in deg
    (198.29, 16.66)>",5.93, , ,F,F2Vn, ,, ,0.3, ,0.1, ,9.0,,, ,-2.8223719334000306,0.2907718533822553,111.73458333333332,20.25722222222222
2838,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.51458333, -4.5375)>",220.95,5.59,"<SkyCoord (Galactic): (l, b) in deg
    (220.95, 5.59)>",6.76, , ,A,A0IV, ,, ,-0.01, ,-0.11, ,-2.0,71.0,, ,-2.4268803248981152,0.09756390518648302,111.51458333333332,-4.5375
2839,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.33291667, -21.98277778)>",236.26,-2.81,"<SkyCoord (Galactic): (l, b) in deg
    (236.26, -2.81)>",6.05, , ,A,A8I-II:, ,, ,0.23, ,, ,41.0,,, ,-2.1596704164177836,-0.04904375198104066,111.33291666666666,-21.982777777777777
2840,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.67208333, 11.00916667)>",206.97,12.76,"<SkyCoord (Galactic): (l, b) in deg
    (206.97, 12.76)>",6.41, , ,B,B6IV, ,, ,-0.13, ,-0.46, ,29.0,50.0,, ,-2.6708773543269224,0.22270401255447644,111.67208333333332,11.009166666666667
2841,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.35541667, -25.21777778)>",239.12,-4.32,"<SkyCoord (Galactic): (l, b) in deg
    (239.12, -4.32)>",5.78, , ,B,B7III, ,, ,-0.1, ,-0.39, ,24.0,,, ,-2.1097539998107453,-0.07539822368615504,111.35541666666666,-25.217777777777776
2842,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.19666667, -37.29)>",249.87,-10.0,"<SkyCoord (Galactic): (l, b) in deg
    (249.87, -10.)>",6.97, , ,F,F0V:, ,, ,0.22, ,0.15, ,26.0,,0.003,D,-1.922131105221355,-0.17453292519943295,111.19666666666666,-37.29
2843,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.19708333, -37.29083333)>",249.87,-10.0,"<SkyCoord (Galactic): (l, b) in deg
    (249.87, -10.)>",6.84, , ,F,F0V:, ,, ,0.27, ,0.15, ,18.0,,0.003,D,-1.922131105221355,-0.17453292519943295,111.19708333333332,-37.29083333333333
2844,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.215, 48.18388889)>",169.91,25.87,"<SkyCoord (Galactic): (l, b) in deg
    (169.91, 25.87)>",5.72, , ,B,B9pHgMn, ,, ,-0.1, ,-0.41, ,21.0,32.0,, ,2.965488932063565,0.45151667749093305,112.21499999999999,48.18388888888889
2845,  3Bet CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.7875, 8.28944444)>",209.52,11.68,"<SkyCoord (Galactic): (l, b) in deg
    (209.52, 11.68)>",2.9, , ,B,B8Ve, ,-0.06, ,-0.09, ,-0.28, ,22.0,276.0,0.019, ,-2.626371458401067,0.2038544566329377,111.7875,8.289444444444444
2846, 63    Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.935, 21.445)>",197.23,17.3,"<SkyCoord (Galactic): (l, b) in deg
    (197.23, 17.3)>",5.22, , ,F,F5V+F5V, ,, ,0.39, ,-0.04, ,25.0,38.0,0.041, ,-2.84087242347117,0.30194196059501904,111.93499999999999,21.445
2847,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.42916667, -31.73861111)>",244.96,-7.3,"<SkyCoord (Galactic): (l, b) in deg
    (244.96, -7.3)>",6.31, , ,B,B2V, ,, ,-0.17, ,-0.7, ,10.0,,, ,-2.0078267714942766,-0.12740903539558607,111.42916666666666,-31.738611111111112
2848,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (101.74458333, -87.025)>",299.59,-27.15,"<SkyCoord (Galactic): (l, b) in deg
    (299.59, -27.15)>",6.47, , ,F,F3V, ,, ,0.42, ,-0.07, ,4.0,,, ,-1.0543534011297748,-0.47385689191646047,101.74458333333332,-87.025
2849, 22    Lyn,Lyn,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.48333333, 49.6725)>",168.33,26.35,"<SkyCoord (Galactic): (l, b) in deg
    (168.33, 26.35)>",5.36, , ,F,F6V, ,, ,0.45, ,-0.06, ,-27.0,12.0,0.042, ,2.937912729882055,0.45989425790050587,112.48333333333332,49.6725
2850,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.66958333, -23.71222222)>",237.93,-3.36,"<SkyCoord (Galactic): (l, b) in deg
    (237.93, -3.36)>",6.56, , ,A,A1, ,, ,0.01, ,, ,27.0,,, ,-2.130523417909478,-0.058643062867009474,111.66958333333332,-23.71222222222222
2851,  5Eta CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.00875, 6.94194444)>",210.85,11.28,"<SkyCoord (Galactic): (l, b) in deg
    (210.85, 11.28)>",5.25, , ,F,F0III, ,, ,0.22, ,0.17, ,18.0,67.0,0.01, ,-2.6031585793495426,0.19687313962496036,112.00874999999999,6.941944444444444
2852, 62Rho Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.27791667, 31.78444444)>",187.14,21.34,"<SkyCoord (Galactic): (l, b) in deg
    (187.14, 21.34)>",4.18, , ,F,F0V, ,0.19, ,0.32, ,-0.03, ,-4.0,68.0,0.062, ,-3.016976144997398,0.3724532623755899,112.27791666666666,31.784444444444446
2853,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.78333333, -17.86444444)>",232.83,-0.49,"<SkyCoord (Galactic): (l, b) in deg
    (232.83, -0.49)>",5.63, , ,A,A5n, ,, ,0.32, ,, ,-29.0,157.0,, ,-2.2195352097611885,-0.008552113334772215,111.78333333333333,-17.864444444444445
2854,  4Gam CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.04083333, 8.92555556)>",209.05,12.18,"<SkyCoord (Galactic): (l, b) in deg
    (209.05, 12.18)>",4.32, , ,K,K3-IIIFe-0.5, ,0.79, ,1.43, ,1.54, ,47.0,17.0,0.019, ,-2.6345745058854404,0.21258110289290932,112.04083333333332,8.925555555555555
2855,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.7475, -23.08611111)>",237.41,-3.0,"<SkyCoord (Galactic): (l, b) in deg
    (237.41, -3.)>",5.61, , ,B,B0IV:pe, ,-0.03, ,-0.13, ,-0.98, ,25.0,244.0,, ,-2.1395991300198487,-0.05235987755982989,111.74749999999999,-23.08611111111111
2856,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.67625, -34.14083333)>",247.2,-8.22,"<SkyCoord (Galactic): (l, b) in deg
    (247.2, -8.22)>",5.9, , ,B,B2IV-V, ,, ,-0.17, ,-0.68, ,7.0,,, ,-1.968731396249604,-0.1434660645139339,111.67625,-34.14083333333333
2857, 64    Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.335, 28.11805556)>",190.83,20.13,"<SkyCoord (Galactic): (l, b) in deg
    (190.83, 20.13)>",5.05, , ,A,A4V, ,, ,0.11, ,0.12, ,35.0,202.0,0.008, ,-2.952573495598807,0.3513347784264585,112.33499999999998,28.118055555555557
2858,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.19708333, 15.10944444)>",203.36,14.97,"<SkyCoord (Galactic): (l, b) in deg
    (203.36, 14.97)>",6.22, , ,B,B9IV, ,, ,-0.05, ,-0.11, ,34.0,,, ,-2.7338837403239173,0.26127578902355114,112.19708333333332,15.109444444444444
2859,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.96541667, -11.55694444)>",227.36,2.67,"<SkyCoord (Galactic): (l, b) in deg
    (227.36, 2.67)>",5.79, , ,G,G8Ib-II+B2+B8V, ,, ,0.58, ,-0.21, ,15.0,,, ,-2.3150047198452786,0.0466002910282486,111.96541666666666,-11.556944444444445
2860,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.92875, -22.85972222)>",237.29,-2.74,"<SkyCoord (Galactic): (l, b) in deg
    (237.29, -2.74)>",5.95, , ,B,B5V:, ,, ,-0.09, ,-0.41, ,26.0,,, ,-2.1416935251222418,-0.04782202150464463,111.92875,-22.859722222222224
2861, 65    Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.45291667, 27.91611111)>",191.07,20.15,"<SkyCoord (Galactic): (l, b) in deg
    (191.07, 20.15)>",5.01, , ,K,K2III, ,0.37,E,1.11, ,1.03, ,36.0,17.0,0.018, ,-2.948384705394021,0.3516838442768574,112.45291666666665,27.91611111111111
2862,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.59125, -51.01833333)>",262.72,-15.63,"<SkyCoord (Galactic): (l, b) in deg
    (262.72, -15.63)>",5.1, , ,K,K0III, ,, ,1.06, ,, ,8.0,,0.007, ,-1.6978562963400834,-0.2727949620867137,111.59125,-51.01833333333333
2863,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.99666667, -29.15583333)>",242.88,-5.67,"<SkyCoord (Galactic): (l, b) in deg
    (242.88, -5.67)>",5.54, , ,B,B9VpSi:, ,, ,-0.08, ,-0.15, ,4.0,,, ,-2.044129619935759,-0.09896016858807849,111.99666666666666,-29.15583333333333
2864,  6    CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.44916667, 12.00666667)>",206.38,13.88,"<SkyCoord (Galactic): (l, b) in deg
    (206.38, 13.88)>",4.54, , ,K,K1+IIIBa0.4, ,0.64, ,1.28, ,1.37, ,-15.0,19.0,0.029, ,-2.681174796913689,0.24225170017681297,112.44916666666666,12.006666666666666
2865,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.32791667, -1.90527778)>",218.99,7.54,"<SkyCoord (Galactic): (l, b) in deg
    (218.99, 7.54)>",5.59, , ,K,K5III, ,, ,1.5, ,1.76, ,-5.0,,, ,-2.4610887782372037,0.13159782560037245,112.32791666666665,-1.9052777777777776
2866,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.35708333, -7.55111111)>",224.02,4.91,"<SkyCoord (Galactic): (l, b) in deg
    (224.02, 4.91)>",5.86, , ,F,F8V, ,, ,0.48, ,-0.02, ,9.0,10.0,, ,-2.373298716861889,0.08569566627292158,112.35708333333332,-7.551111111111111
2867,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.34208333, -10.32666667)>",226.46,3.58,"<SkyCoord (Galactic): (l, b) in deg
    (226.46, 3.58)>",5.75, , ,K,K5III, ,, ,1.62, ,1.99, ,-7.0,,, ,-2.3307126831132274,0.062482787221396996,112.34208333333332,-10.326666666666666
2868,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.34125, -14.99916667)>",230.57,1.36,"<SkyCoord (Galactic): (l, b) in deg
    (230.57, 1.36)>",6.05, , ,F,F7V, ,, ,0.47, ,-0.07, ,-6.0,,0.027, ,-2.258979650856261,0.023736477827122883,112.34124999999999,-14.999166666666666
2869,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.095, -37.81027778)>",250.66,-9.59,"<SkyCoord (Galactic): (l, b) in deg
    (250.66, -9.59)>",6.58, , ,A,A1IV, ,, ,0.06, ,0.04, ,-1.0,,, ,-1.9083430041306,-0.1673770752662562,112.09499999999998,-37.81027777777778
2870,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.21375, -31.84833333)>",245.36,-6.76,"<SkyCoord (Galactic): (l, b) in deg
    (245.36, -6.76)>",6.38, , ,B,B3V, ,, ,-0.17, ,-0.7, ,2.0,,, ,-2.0008454544862992,-0.11798425743481668,112.21374999999999,-31.848333333333333
2871,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.21458333, -31.84694444)>",245.36,-6.76,"<SkyCoord (Galactic): (l, b) in deg
    (245.36, -6.76)>",7.13, , ,B,B4V, ,, ,-0.15, ,-0.6, ,4.0,,, ,-2.0008454544862992,-0.11798425743481668,112.21458333333332,-31.846944444444443
2872,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.98208333, 38.89638889)>",179.99,24.08,"<SkyCoord (Galactic): (l, b) in deg
    (179.99, 24.08)>",6.54, , ,A,A2V, ,, ,0.07, ,0.04, ,7.0,,, ,3.1414181206645937,0.42027528388023455,112.9820833333333,38.896388888888886
2873,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.27041667, -31.45638889)>",245.04,-6.54,"<SkyCoord (Galactic): (l, b) in deg
    (245.04, -6.54)>",5.77, , ,B,B2V, ,, ,-0.19, ,-0.75, ,8.0,,, ,-2.006430508092681,-0.11414453308042916,112.27041666666665,-31.45638888888889
2874,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.46416667, -23.02444444)>",237.67,-2.39,"<SkyCoord (Galactic): (l, b) in deg
    (237.67, -2.39)>",4.85, , ,A,A5Ib, ,0.27, ,0.23, ,0.14, ,37.0,26.0,-0.003, ,-2.1350612739646637,-0.041713369122664476,112.46416666666666,-23.024444444444445
2875,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.27375, -38.81222222)>",251.64,-9.93,"<SkyCoord (Galactic): (l, b) in deg
    (251.64, -9.93)>",5.43, , ,B,B5Vp, ,, ,-0.16, ,, ,24.0,38.0,, ,-1.8912387774610557,-0.1733111947230369,112.27374999999999,-38.81222222222222
2876,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.71291667, -5.22638889)>",222.12,6.32,"<SkyCoord (Galactic): (l, b) in deg
    (222.12, 6.32)>",6.24, , ,K,K0, ,, ,1.18, ,1.06, ,17.0,,, ,-2.4064599726497815,0.11030480872604163,112.71291666666666,-5.226388888888889
2877,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.95166667, 17.08611111)>",201.8,16.44,"<SkyCoord (Galactic): (l, b) in deg
    (201.8, 16.44)>",5.42, , ,K,gK2, ,, ,1.13, ,, ,-40.0,,0.001, ,-2.761110876655029,0.2869321290278678,112.95166666666665,17.08611111111111
2878,   Sig Pup,Pup,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.3075, -43.30138889)>",255.74,-11.91,"<SkyCoord (Galactic): (l, b) in deg
    (255.74, -11.91)>",3.25, , ,K,K5III, ,0.92, ,1.51, ,1.78, ,88.0,,0.02, ,-1.8196802781292878,-0.20786871391252465,112.30749999999999,-43.30138888888889
2879,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.21083333, 22.88777778)>",196.3,18.95,"<SkyCoord (Galactic): (l, b) in deg
    (196.3, 18.95)>",6.54, , ,K,K0II-III+F8V, ,, ,1.01, ,0.77, ,30.0,,, ,-2.8571039855147173,0.3307398932529254,113.21083333333331,22.887777777777778
2880,  7Del1CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.02458333, 1.91444444)>",215.88,9.92,"<SkyCoord (Galactic): (l, b) in deg
    (215.88, 9.92)>",5.25, , ,F,F0III, ,, ,0.22, ,0.2, ,29.0,75.0,0.016, ,-2.515368517974228,0.1731366617978375,113.02458333333331,1.9144444444444444
2881,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.67708333, -30.96222222)>",244.76,-6.0,"<SkyCoord (Galactic): (l, b) in deg
    (244.76, -6.)>",4.65, , ,G,G3Ib, ,0.47, ,0.93, ,0.64, ,14.0,,0.023, ,-2.0113174299982655,-0.10471975511965978,112.67708333333331,-30.96222222222222
2882,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.67666667, -37.33972222)>",250.46,-8.97,"<SkyCoord (Galactic): (l, b) in deg
    (250.46, -8.97)>",6.65, , ,G,G4V, ,, ,0.63, ,, ,9.0,,, ,-1.9118336626345884,-0.15655603390389136,112.67666666666665,-37.33972222222222
2883,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.02416667, -8.88083333)>",225.5,4.87,"<SkyCoord (Galactic): (l, b) in deg
    (225.5, 4.87)>",5.9, , ,F,F5V, ,, ,0.54, ,-0.08, ,55.0,10.0,, ,-2.3474678439323733,0.08499753457212385,113.02416666666664,-8.880833333333333
2884,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.49833333, -52.65111111)>",264.5,-15.79,"<SkyCoord (Galactic): (l, b) in deg
    (264.5, -15.79)>",5.87, , ,K,K0III, ,, ,1.01, ,0.83, ,26.0,,, ,-1.6667894356545847,-0.27558748888990464,112.49833333333332,-52.651111111111106
2885,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.8575, -36.15277778)>",249.46,-8.29,"<SkyCoord (Galactic): (l, b) in deg
    (249.46, -8.29)>",6.68, , ,B,B4V, ,, ,-0.12, ,-0.57, ,21.0,83.0,, ,-1.9292869551545317,-0.1446877949903299,112.85749999999999,-36.15277777777778
2886, 68    Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.40208333, 15.82666667)>",203.19,16.32,"<SkyCoord (Galactic): (l, b) in deg
    (203.19, 16.32)>",5.25, , ,A,A1Vn, ,, ,0.05, ,0.06, ,12.0,163.0,0.011, ,-2.7368508000523084,0.28483773392547457,113.40208333333332,15.826666666666666
2887,  8Del2CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.29833333, 3.29027778)>",214.76,10.79,"<SkyCoord (Galactic): (l, b) in deg
    (214.76, 10.79)>",5.59, , ,F,F2V, ,, ,0.31, ,0.1, ,1.0,101.0,, ,-2.5349162055965646,0.18832102629018815,113.29833333333332,3.290277777777778
2888,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.21375, -64.51)>",275.98,-20.45,"<SkyCoord (Galactic): (l, b) in deg
    (275.98, -20.45)>",6.39, , ,K,K5III, ,, ,1.56, ,1.85, ,14.0,,, ,-1.4664256375256353,-0.3569198320328404,112.21374999999999,-64.51
2889,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.92833333, -35.88777778)>",249.25,-8.12,"<SkyCoord (Galactic): (l, b) in deg
    (249.25, -8.12)>",6.61, , ,A,A0V, ,, ,-0.08, ,-0.36, ,-2.0,,, ,-1.93295214658372,-0.14172073526193954,112.92833333333331,-35.88777777777778
2890, 66Alp Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.65, 31.88861111)>",187.44,22.48,"<SkyCoord (Galactic): (l, b) in deg
    (187.44, 22.48)>",2.88, , ,A,A2Vm, ,, ,0.04, ,0.02, ,-1.0,30.0,0.067, ,-3.011740157241415,0.3923500158483253,113.64999999999998,31.88861111111111
2891, 66Alp Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.65, 31.88833333)>",187.44,22.48,"<SkyCoord (Galactic): (l, b) in deg
    (187.44, 22.48)>",1.98, , ,A,A1V, ,-0.01, ,0.03, ,0.01, ,6.0,14.0,0.067, ,-3.011740157241415,0.3923500158483253,113.64999999999998,31.888333333333332
2892,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.62875, -54.39944444)>",266.2,-16.43,"<SkyCoord (Galactic): (l, b) in deg
    (266.2, -16.43)>",5.96, , ,M,M1III, ,, ,1.56, ,1.96, ,49.0,,, ,-1.6371188383706814,-0.2867575961026683,112.62874999999998,-54.39944444444444
2893,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.52125, 10.56833333)>",208.18,14.21,"<SkyCoord (Galactic): (l, b) in deg
    (208.18, 14.21)>",6.28, , ,A,A1V, ,, ,-0.01, ,-0.06, ,-3.0,135.0,, ,-2.649758870377791,0.24801128670839426,113.52124999999998,10.568333333333333
2894,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (114.19583333, 55.75527778)>",161.77,28.38,"<SkyCoord (Galactic): (l, b) in deg
    (161.77, 28.38)>",5.92, , ,K,K2III, ,, ,1.12, ,, ,1.0,,, ,2.823419130951227,0.4953244417159907,114.19583333333331,55.75527777777778
2895,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.09291667, -35.96138889)>",249.38,-8.04,"<SkyCoord (Galactic): (l, b) in deg
    (249.38, -8.04)>",6.3, , ,B,B9V, ,, ,-0.1, ,-0.36, ,23.0,,, ,-1.9306832185561273,-0.14032447186034408,113.09291666666665,-35.96138888888889
2896,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.78625, 30.96111111)>",188.43,22.29,"<SkyCoord (Galactic): (l, b) in deg
    (188.43, 22.29)>",5.33, , ,K,K0III, ,, ,1.01, ,0.85, ,-6.0,19.0,0.003,D,-2.994461397646671,0.38903389026953605,113.78624999999998,30.961111111111112
2897,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.34208333, -14.33833333)>",230.45,2.52,"<SkyCoord (Galactic): (l, b) in deg
    (230.45, 2.52)>",6.21, , ,B,B1V, ,, ,-0.04, ,-0.71, ,22.0,,, ,-2.261074045958654,0.0439822971502571,113.34208333333332,-14.338333333333335
2898,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.98333333, 43.03111111)>",175.8,25.89,"<SkyCoord (Galactic): (l, b) in deg
    (175.8, 25.89)>",6.3,R, ,F,F0, ,, ,, ,, ,21.0,15.0,0.005,D,3.0682888250060314,0.45186574334133195,113.9833333333333,43.03111111111111
2899,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.33125, -19.4125)>",234.89,0.06,"<SkyCoord (Galactic): (l, b) in deg
    (234.89, 0.06)>",5.66, , ,K,K3III, ,0.38,E,1.12, ,1.08, ,16.0,,, ,-2.1835814271701057,0.0010471975511965976,113.33124999999998,-19.412499999999998
2900,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.29041667, -24.71083333)>",239.51,-2.54,"<SkyCoord (Galactic): (l, b) in deg
    (239.51, -2.54)>",5.85, , ,A,A7V:, ,, ,0.17, ,0.11, ,15.0,,, ,-2.102947215727968,-0.044331363000655974,113.29041666666666,-24.710833333333333
2901,  9Del3CMi,CMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.56583333, 3.37138889)>",214.81,11.06,"<SkyCoord (Galactic): (l, b) in deg
    (214.81, 11.06)>",5.81, , ,A,A0Vnn, ,, ,-0.02, ,-0.09, ,34.0,195.0,, ,-2.534043540970567,0.19303341527057286,113.56583333333332,3.3713888888888888
2902,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.44958333, -14.52388889)>",230.67,2.52,"<SkyCoord (Galactic): (l, b) in deg
    (230.67, 2.52)>",4.97, , ,M,M2Iabpe+B2V,v,1.33, ,1.41, ,0.29, ,22.0,,-0.003, ,-2.2572343216042667,0.0439822971502571,113.44958333333331,-14.523888888888889
2903,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (114.13166667, 46.18027778)>",172.41,26.71,"<SkyCoord (Galactic): (l, b) in deg
    (172.41, 26.71)>",5.65, , ,M,M0III, ,0.78,E,1.56, ,1.9, ,29.0,,, ,3.0091221633634233,0.46617744320768545,114.13166666666665,46.180277777777775
2904,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.69166667, 2.725)>",215.46,10.88,"<SkyCoord (Galactic): (l, b) in deg
    (215.46, 10.88)>",6.55, , ,A,A7III, ,, ,0.22, ,0.15, ,46.0,,, ,-2.5226989008326037,0.18989182261698306,113.69166666666665,2.725
2905, 69Ups Gem,Gem,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.98041667, 26.89583333)>",192.6,21.06,"<SkyCoord (Galactic): (l, b) in deg
    (192.6, 21.06)>",4.06, , ,M,M0III-IIIb,e,0.91, ,1.54, ,1.94, ,-21.0,19.0,0.014, ,-2.921681167838508,0.3675663404700058,113.98041666666664,26.895833333333332
2906,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.51333333, -22.29611111)>",237.5,-1.19,"<SkyCoord (Galactic): (l, b) in deg
    (237.5, -1.19)>",4.45, , ,F,F6IV, ,0.27, ,0.51, ,0.06, ,61.0,0.0,0.054, ,-2.138028333693054,-0.02076941809873252,113.5133333333333,-22.296111111111113
2907,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.30625, -40.05888889)>",253.13,-9.78,"<SkyCoord (Galactic): (l, b) in deg
    (253.13, -9.78)>",6.26, , ,B,B8IVpSi, ,, ,-0.12, ,-0.48, ,14.0,,, ,-1.86523337160634,-0.1706932008450454,113.30624999999999,-40.05888888888889
2908,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.30541667, -43.08638889)>",255.87,-11.16,"<SkyCoord (Galactic): (l, b) in deg
    (255.87, -11.16)>",6.52, , ,G,G8III, ,, ,0.92, ,, ,-48.0,,, ,-1.8174113501016953,-0.1947787445225672,113.30541666666664,-43.08638888888889
2909,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.5775, -23.47361111)>",238.56,-1.71,"<SkyCoord (Galactic): (l, b) in deg
    (238.56, -1.71)>",5.83, , ,F,dF4, ,, ,0.44, ,0.03, ,-5.0,,0.023, ,-2.119527843621914,-0.029845130209103034,113.57749999999999,-23.473611111111108
2910,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.57958333, -23.47472222)>",238.56,-1.71,"<SkyCoord (Galactic): (l, b) in deg
    (238.56, -1.71)>",5.87, , ,F,dF6, ,, ,, ,, ,-6.0,,0.023, ,-2.119527843621914,-0.029845130209103034,113.57958333333332,-23.47472222222222
2911,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.4625, -36.33833333)>",249.85,-7.95,"<SkyCoord (Galactic): (l, b) in deg
    (249.85, -7.95)>",5.54, , ,B,B3Vne, ,-0.01, ,-0.06, ,-0.72, ,-9.0,297.0,, ,-1.922480171071754,-0.1387536755335492,113.46249999999999,-36.33833333333334
2912,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.62, -26.11666667)>",240.89,-2.95,"<SkyCoord (Galactic): (l, b) in deg
    (240.89, -2.95)>",6.65, , ,A,A0V, ,, ,-0.01, ,-0.05, ,28.0,,, ,-2.0788616720504463,-0.051487212933832724,113.61999999999998,-26.116666666666667
2913,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.55333333, -33.46333333)>",247.33,-6.53,"<SkyCoord (Galactic): (l, b) in deg
    (247.33, -6.53)>",6.11, , ,A,A9IV, ,, ,0.29, ,, ,25.0,,, ,-1.9664624682220109,-0.11397000015522972,113.55333333333331,-33.46333333333334
2914,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (114.47458333, 48.77361111)>",169.61,27.45,"<SkyCoord (Galactic): (l, b) in deg
    (169.61, 27.45)>",5.92, , ,A,A5m, ,0.05, ,0.22, ,0.16, ,10.0,60.0,, ,2.9602529443075825,0.47909287967244346,114.47458333333333,48.77361111111111
2915,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (114.32416667, 40.02527778)>",179.1,25.39,"<SkyCoord (Galactic): (l, b) in deg
    (179.1, 25.39)>",6.38,R, ,M,M1, ,, ,, ,, ,10.0,,, ,3.1258846903218442,0.4431390970813603,114.32416666666667,40.025277777777774
2916,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (113.64541667, -27.01194444)>",241.69,-3.37,"<SkyCoord (Galactic): (l, b) in deg
    (241.69, -3.37)>",5.77, , ,K,K1III, ,, ,1.06, ,, ,-6.0,,, ,-2.064899038034491,-0.05881759579220891,113.64541666666665,-27.011944444444445
